Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,James Conner,PIT,RB,8,CLE,24,146,6.1,2,6,5,66,0,1,0,41.2,41.2
2,Todd Gurley,LAR,RB,8,GB,25,114,4.6,0,7,6,81,1,0,0,36.5,36.5
3,Marlon Mack,IND,RB,8,OAK,25,132,5.3,2,4,2,17,0,0,0,31.9,31.9
4,Joe Mixon,CIN,RB,8,TB,21,123,5.9,2,4,3,15,0,0,0,31.8,31.8
5,Adrian Peterson,WAS,RB,8,NYG,26,149,5.7,1,1,1,7,1,1,1,30.6,30.6
6,Alvin Kamara,NO,RB,8,MIN,13,45,3.5,1,8,7,31,1,0,0,26.6,26.6
7,James White,NE,RB,8,BUF,8,15,1.9,1,13,10,79,0,0,0,25.4,25.4
8,Kenyan Drake,MIA,RB,8,HOU,12,58,4.8,1,2,2,37,1,0,0,23.5,23.5
9,Chris Carson,SEA,RB,8,DET,25,105,4.2,1,2,2,19,0,0,0,23.4,23.4
10,Lamar Miller,HOU,RB,8,MIA,18,133,7.4,1,2,0,0,0,0,0,22.3,22.3
11,Christian McCaffrey,CAR,RB,8,BAL,14,45,3.2,1,6,4,11,1,0,0,21.6,21.6
12,Latavius Murray,MIN,RB,8,NO,13,56,4.3,1,6,5,39,0,0,0,20.5,20.5
13,Phillip Lindsay,DEN,RB,8,KC,18,95,5.3,1,3,3,17,0,0,0,20.2,20.2
14,Saquon Barkley,NYG,RB,8,WAS,13,38,2.9,0,10,9,73,0,0,0,20.1,20.1
15,Kareem Hunt,KC,RB,8,DEN,16,50,3.1,0,6,5,36,1,0,0,19.6,19.6
16,Tarik Cohen,CHI,RB,8,NYJ,5,40,8,0,3,1,70,1,1,0,18,18
17,Aaron Jones,GB,RB,8,LAR,12,86,7.2,1,2,2,0,0,0,0,16.6,16.6
18,TJ Yeldon,JAX,RB,8,PHI,2,7,3.5,0,9,7,83,0,0,0,16,16
19,LeSean McCoy,BUF,RB,8,NE,12,13,1.1,0,8,6,82,0,0,0,15.5,15.5
20,Kerryon Johnson,DET,RB,8,SEA,8,22,2.8,0,8,6,69,0,0,0,15.1,15.1
21,Wendell Smallwood,PHI,RB,8,JAX,8,24,3,0,3,2,42,1,0,0,14.6,14.6
22,Peyton Barber,TB,RB,8,CIN,19,85,4.5,1,0,0,0,0,0,0,14.5,14.5
23,Jalen Richard,OAK,RB,8,IND,2,14,7,0,8,8,50,0,0,0,14.4,14.4
24,Jordan Howard,CHI,RB,8,NYJ,22,81,3.7,1,1,0,0,0,0,0,14.1,14.1
24,Devontae Booker,DEN,RB,8,KC,9,78,8.7,0,4,4,23,0,0,0,14.1,14.1
26,David Johnson,ARI,RB,8,SF,16,59,3.7,0,4,4,41,0,0,0,14,14
27,Alex Collins,BAL,RB,8,CAR,11,49,4.5,1,2,2,14,0,1,1,13.3,13.3
28,Mark Ingram,NO,RB,8,MIN,13,63,4.8,0,3,3,29,0,0,0,12.2,12.2
29,Javorius Allen,BAL,RB,8,CAR,0,0,0,0,5,3,18,1,0,0,10.8,10.8
30,Nyheim Hines,IND,RB,8,OAK,11,78,7.1,0,2,2,7,0,0,0,10.5,10.5
31,Doug Martin,OAK,RB,8,IND,13,72,5.5,0,2,2,17,0,1,1,9.9,9.9
32,Nick Chubb,CLE,RB,8,PIT,18,65,3.6,0,3,2,10,0,0,0,9.5,9.5
33,Josh Adams,PHI,RB,8,JAX,9,61,6.8,0,1,1,6,0,0,0,7.7,7.7
34,Jamaal Williams,GB,RB,8,LAR,4,9,2.2,1,1,0,0,0,0,0,6.9,6.9
34,Jacquizz Rodgers,TB,RB,8,CIN,1,4,4,0,4,4,25,0,0,0,6.9,6.9
36,Frank Gore,MIA,RB,8,HOU,12,53,4.4,0,2,1,5,0,0,0,6.8,6.8
37,Chris Ivory,BUF,RB,8,NE,6,34,5.7,0,2,1,11,0,0,0,5.5,5.5
38,Trenton Cannon,NYJ,RB,8,CHI,6,10,1.7,0,4,3,12,0,0,0,5.2,5.2
39,Isaiah Crowell,NYJ,RB,8,CHI,13,25,1.9,0,1,1,13,0,0,0,4.8,4.8
40,Mike Davis,SEA,RB,8,DET,10,33,3.3,0,1,1,2,0,0,0,4.5,4.5
41,Alfred Blue,HOU,RB,8,MIA,15,42,2.8,0,0,0,0,0,0,0,4.2,4.2
41,Matt Breida,SF,RB,8,ARI,16,42,2.6,0,0,0,0,0,0,0,4.2,4.2
41,Chris Thompson,WAS,RB,8,NYG,3,13,4.3,0,3,2,9,0,0,0,4.2,4.2
44,LeGarrette Blount,DET,RB,8,SEA,3,3,1,0,1,1,23,0,0,0,3.6,3.6
44,Duke Johnson,CLE,RB,8,PIT,2,0,0,0,3,2,16,0,0,0,3.6,3.6
46,Dontrell Hilliard,CLE,RB,8,PIT,0,0,0,0,1,1,24,0,0,0,3.4,3.4
47,Chase Edmonds,ARI,RB,8,SF,2,9,4.5,0,2,1,12,0,0,0,3.1,3.1
48,Gus Edwards,BAL,RB,8,CAR,2,12,6,0,1,1,7,0,0,0,2.9,2.9
49,Alfred Morris,SF,RB,8,ARI,6,28,4.7,0,0,0,0,0,0,0,2.8,2.8
50,Mark Walton,CIN,RB,8,TB,2,7,3.5,0,1,1,10,0,0,0,2.7,2.7
51,Roc Thomas,MIN,RB,8,NO,1,-1,-1,0,1,1,15,0,0,0,2.4,2.4
52,Stevan Ridley,PIT,RB,8,CLE,0,0,0,0,2,2,13,0,1,1,2.3,2.3
53,CJ Anderson,CAR,RB,8,BAL,5,20,4,0,0,0,0,0,0,0,2,2
53,Anthony Sherman,KC,FB,8,DEN,0,0,0,0,1,1,10,0,0,0,2,2
55,Raheem Mostert,SF,RB,8,ARI,2,18,9,0,1,0,0,0,0,0,1.8,1.8
55,Keith Smith,OAK,FB,8,IND,0,0,0,0,1,1,8,0,0,0,1.8,1.8
57,Jaylen Samuels,PIT,FB,8,CLE,4,17,4.2,0,0,0,0,0,0,0,1.7,1.7
57,James Develin,NE,RB,8,BUF,0,0,0,0,2,1,7,0,0,0,1.7,1.7
59,Corey Clement,PHI,RB,8,JAX,4,6,1.5,0,1,1,-1,0,0,0,1.5,1.5
60,Jordan Wilkins,IND,RB,8,OAK,2,14,7,0,0,0,0,0,0,0,1.4,1.4
60,Tyler Ervin,HOU,RB,8,MIA,0,0,0,0,1,1,4,0,0,0,1.4,1.4
62,Carlos Hyde,JAX,RB,8,PHI,6,11,1.8,0,2,0,0,0,0,0,1.1,1.1
62,Mike Boone,MIN,RB,8,NO,3,11,3.7,0,0,0,0,0,0,0,1.1,1.1
62,Ronald Jones II,TB,RB,8,CIN,2,-3,-1.5,0,1,1,4,0,0,0,1.1,1.1
65,Kyle Juszczyk,SF,FB,8,ARI,2,10,5,0,1,0,0,0,0,0,1,1
65,Patrick DiMarco,BUF,FB,8,NE,0,0,0,0,1,1,0,0,0,0,1,1
67,Ty Montgomery,GB,RB,8,LAR,2,6,3,0,2,1,2,0,1,1,0.8,0.8
68,Malcolm Brown,LAR,RB,8,GB,1,7,7,0,0,0,0,0,0,0,0.7,0.7
69,Ameer Abdullah,DET,RB,8,SEA,0,0,0,0,1,1,6,0,1,1,0.6,0.6
70,Kalen Ballage,MIA,RB,8,HOU,1,5,5,0,0,0,0,0,0,0,0.5,0.5
71,Deandre Washington,OAK,RB,8,IND,1,4,4,0,0,0,0,0,0,0,0.4,0.4
71,Kenjon Barner,NE,RB,8,BUF,2,4,2,0,0,0,0,0,0,0,0.4,0.4
73,Tre Madden,SEA,RB,8,DET,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
73,CJ Ham,MIN,RB,8,NO,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
75,Brandon Bolden,MIA,RB,8,HOU,0,0,0,0,0,0,0,0,0,0,0,0
75,Senorise Perry,MIA,RB,8,HOU,0,0,0,0,0,0,0,0,0,0,0,0
75,Gregory Howell Jr.,HOU,RB,8,MIA,0,0,0,0,0,0,0,0,0,0,0,0
75,Tommy Bohanon,JAX,FB,8,PHI,0,0,0,0,0,0,0,0,0,0,0,0
75,Benjamin Cunningham,CHI,RB,8,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
75,Alan Cross,TB,FB,8,CIN,0,0,0,0,0,0,0,0,0,0,0,0
75,Nick Bellore,DET,RB,8,SEA,0,0,0,0,0,0,0,0,0,0,0,0
75,CJ Prosise,SEA,RB,8,DET,0,0,0,0,0,0,0,0,0,0,0,0
75,Rashaad Penny,SEA,RB,8,DET,0,0,0,0,0,0,0,0,0,0,0,0
75,Spencer Ware,KC,RB,8,DEN,0,0,0,0,0,0,0,0,0,0,0,0
75,Andy Janovich,DEN,FB,8,KC,0,0,0,0,0,0,0,0,0,0,0,0
75,Kapri Bibbs,WAS,RB,8,NYG,0,0,0,0,0,0,0,0,0,0,0,0
75,Elijhaa Penny,NYG,RB,8,WAS,0,0,0,0,0,0,0,0,0,0,0,0
75,Roosevelt Nix,PIT,RB,8,CLE,0,0,0,0,0,0,0,0,0,0,0,0
75,Alex Armah,CAR,RB,8,BAL,0,0,0,0,0,0,0,0,0,0,0,0
75,Patrick Ricard,BAL,FB,8,CAR,0,0,0,0,0,0,0,0,0,0,0,0
75,Derrick Coleman,ARI,FB,8,SF,0,0,0,0,0,0,0,0,0,0,0,0
75,TJ Logan,ARI,RB,8,SF,0,0,0,0,0,0,0,0,0,0,0,0
75,Zach Line,NO,FB,8,MIN,0,0,0,0,0,0,0,0,0,0,0,0
75,Marcus Murphy,BUF,RB,8,NE,0,0,0,0,0,0,0,0,0,0,0,0
95,Wayne Gallman,NYG,RB,8,WAS,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
