Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,TimesSackedPercentage,OpponentQuarterbackHitsPercentage,Team,Rank,CompletionsGame,AttemptsGame,PassingCompletionPercentage,YardsGame,PassingYardsPerAttempt,PassingTouchdownsGame,InterceptionsGame,PassingRating,RushingAttemptsGame,RushingYardsGame,RushingYardsPerAttempt,RushingTouchdownsGame,PointsGame,RZCompletionsGame,RZAttemptsGame,RZPassingCompletionPercentage,RZYardsGame,RZPassingYardsPerAttempt,RZPassingTouchdownsGame,RZInterceptionsGame,RZPassingRating,RZRushingAttemptsGame,RZRushingYardsGame,RZRushingYardsPerAttempt,RZRushingTouchdownsGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Patrick Mahomes,7000.0,22.98,16.26,17.8,60.80280373831776,281.14018691588785,4.6,17.633644859813085,13.39158878504673,34.2,2.4953271028037385,66.7,7.7,16.3,420,57.9,194.05327102803741,5.6,9.6,1.3308411214953273,81,True,-6.5,51.0,28.75,37.0,62.166666666666664,437.1666666666667,7.0,24.333333333333332,10.75,47.3,4.583333333333333,72.7,4.5,16.7,KC,1.0,23.916666666666668,35.75,66.9,326.9166666666667,9.1,3.4166666666666665,0.8333333333333334,118.08,4.25,19.833333333333332,4.7,0.16666666666666666,31.0,4.083333333333333,6.166666666666667,66.2,31.5,5.1,2.4166666666666665,0.08333333333333333,112.5,1.0,3.5,3.5,0.16666666666666666,12.2,65.5,100.0,6.5,0.0,61.1,61.1,47.3,23.263901550326203,20.364241737334208
Philip Rivers,6500.0,20.34,25.12,30.9,69.71239892183289,432.84986522911055,6.2,25.069811320754717,14.075741239892183,53.8,3.831266846361186,69.6,5.7,14.3,434,66.8,279.59919137466306,7.7,11.6,2.165498652291105,99,True,-14.0,48.0,31.0,28.3,59.09705882352941,398.94676470588234,6.8,21.641176470588235,10.820588235294117,39.2,3.4126470588235294,61.0,5.4,16.3,LAC,8.0,22.083333333333332,31.666666666666668,69.7,284.8333333333333,9.0,2.3333333333333335,0.5,115.66,1.1666666666666667,-0.08333333333333333,-0.1,0.0,21.8,3.0,4.416666666666667,67.9,20.833333333333332,4.7,1.5,0.08333333333333333,110.06,0.75,-0.4166666666666667,-0.6,0.0,7.4,60.2,97.2,1.9,0.0,54.6,54.6,36.2,22.40451358813685,24.68470356203918
Geno Smith,4300.0,0.09,25.12,30.9,69.71239892183289,432.84986522911055,6.2,25.069811320754717,14.075741239892183,53.8,3.831266846361186,69.6,5.7,14.3,434,66.8,279.59919137466306,7.7,11.6,2.165498652291105,99,True,-14.0,48.0,31.0,28.3,59.09705882352941,398.94676470588234,6.8,21.641176470588235,10.820588235294117,39.2,3.4126470588235294,61.0,5.4,16.3,LAC,54.0,0.25,1.0,25.0,2.0,2.0,0.0,0.0,39.58,1.5,1.0,0.7,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,39.58,0.0,0.0,0.0,0.0,0.0,5.5,3.0,27.3,0.0,45.5,45.5,3.3,12.45805273341048,2.1049248206131765
Jared Goff,5800.0,18.91,16.89,20.1,64.30331950207469,318.1804979253112,4.9,18.18174273858921,14.01161825726141,35.1,2.5020746887966805,60.0,7.5,14.6,457,63.2,232.2759336099585,6.1,9.6,1.7514522821576763,76,False,-3.0,52.5,27.75,34.9,65.55202863961813,439.70668257756563,6.7,25.237947494033413,11.827684964200477,44.4,5.247494033412887,58.7,5.9,12.0,LAR,4.0,22.916666666666668,34.5,66.4,312.8333333333333,9.1,2.25,0.5833333333333334,109.91,3.0833333333333335,7.166666666666667,2.3,0.08333333333333333,24.1,3.9166666666666665,6.5,60.3,28.333333333333332,4.4,1.6666666666666667,0.16666666666666666,99.36,0.5,1.0833333333333333,2.2,0.08333333333333333,8.7,67.5,98.8,4.6,0.0,55.7,55.7,35.8,20.75974967801288,19.75380704797486
Sean Mannion,4300.0,0.1,16.89,20.1,64.30331950207469,318.1804979253112,4.9,18.18174273858921,14.01161825726141,35.1,2.5020746887966805,60.0,7.5,14.6,457,63.2,232.2759336099585,6.1,9.6,1.7514522821576763,76,False,-3.0,52.5,27.75,34.9,65.55202863961813,439.70668257756563,6.7,25.237947494033413,11.827684964200477,44.4,5.247494033412887,58.7,5.9,12.0,LAR,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,30.0,0.0,30.0,30.0,1.0,9.092884085708667,1.355036692759295
Ryan Tannehill,4800.0,16.08,20.89,21.6,65.21698841698841,369.4517374517375,5.7,21.01621621621622,13.01003861003861,41.7,3.1691119691119694,60.5,3.8,14.1,483,61.7,262.7027027027027,6.5,10.6,1.9181467181467182,84,True,7.5,47.0,19.75,20.3,56.24098360655738,301.58811475409834,5.4,15.973770491803279,12.14672131147541,32.9,2.0799180327868854,48.0,8.0,18.5,MIA,31.0,16.857142857142858,25.428571428571427,66.3,187.57142857142858,7.4,1.8571428571428572,0.8571428571428571,98.36,3.5714285714285716,14.285714285714286,4.0,0.0,15.1,1.4285714285714286,2.142857142857143,66.7,15.0,7.0,0.8571428571428571,0.14285714285714285,98.61,0.5714285714285714,0.8571428571428571,1.5,0.0,4.0,53.4,64.7,6.7,0.0,54.3,54.3,28.2,15.891290323856836,13.690334964122634
Brock Osweiler,4300.0,1.01,20.89,21.6,65.21698841698841,369.4517374517375,5.7,21.01621621621622,13.01003861003861,41.7,3.1691119691119694,60.5,3.8,14.1,483,61.7,262.7027027027027,6.5,10.6,1.9181467181467182,84,True,7.5,47.0,19.75,20.3,56.24098360655738,301.58811475409834,5.4,15.973770491803279,12.14672131147541,32.9,2.0799180327868854,48.0,8.0,18.5,MIA,35.0,18.833333333333332,29.666666666666668,63.5,207.83333333333334,7.0,1.0,0.6666666666666666,86.05,1.3333333333333333,3.5,2.6,0.0,12.7,1.1666666666666667,2.5,46.7,5.333333333333333,2.1,0.5,0.0,93.06,0.3333333333333333,0.3333333333333333,1.0,0.0,2.4,56.3,47.5,2.4,0.0,55.0,55.0,22.5,14.764814054308408,15.829309034572734
Kirk Cousins,5600.0,18.18,19.08,21.6,59.796138996139,367.7003861003861,6.1,21.0996138996139,11.175289575289575,37.3,3.335907335907336,52.5,7.0,16.6,410,66.8,250.86023166023168,7.3,11.0,1.667953667953668,92,False,3.0,45.0,21.0,22.9,64.4530909090909,360.65418181818177,5.6,20.31854545454545,13.07381818181818,38.9,2.9978181818181815,52.8,5.8,14.4,MIN,10.0,29.166666666666668,40.916666666666664,71.3,290.8333333333333,7.1,1.9166666666666667,0.75,99.08,2.8333333333333335,8.583333333333334,3.0,0.08333333333333333,21.2,3.0,4.75,63.2,19.75,4.2,1.25,0.0,111.62,0.5,2.25,4.5,0.08333333333333333,6.9,67.2,100.0,4.2,0.1,65.3,65.3,31.6,20.261233246152827,19.274010234438308
Tom Brady,5800.0,19.21,20.37,25.0,63.666666666666664,399.4166666666667,6.3,21.5,11.916666666666666,41.3,3.5,59.5,4.8,12.1,394,66.0,254.75,7.8,11.8,1.9166666666666667,89,False,-7.5,47.0,27.25,27.6,67.12386706948641,395.3220543806647,5.9,22.930513595166165,12.674320241691845,40.8,3.4187311178247737,63.4,3.5,11.3,NE,14.0,23.833333333333332,36.166666666666664,65.9,278.5,7.7,1.6666666666666667,0.6666666666666666,96.76,1.8333333333333333,2.6666666666666665,1.5,0.16666666666666666,19.4,2.75,5.25,52.4,20.5,3.9,1.0,0.0,101.59,0.5,0.6666666666666666,1.3,0.16666666666666666,5.9,68.2,98.3,2.7,0.1,55.8,55.8,28.4,21.14657244317371,23.372555501195905
Brian Hoyer,4400.0,0.14,20.37,25.0,63.666666666666664,399.4166666666667,6.3,21.5,11.916666666666666,41.3,3.5,59.5,4.8,12.1,394,66.0,254.75,7.8,11.8,1.9166666666666667,89,False,-7.5,47.0,27.25,27.6,67.12386706948641,395.3220543806647,5.9,22.930513595166165,12.674320241691845,40.8,3.4187311178247737,63.4,3.5,11.3,NE,62.0,0.3333333333333333,0.3333333333333333,100.0,2.3333333333333335,7.0,0.0,0.0,95.83,2.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.7,42.9,0.0,50.0,50.0,-0.1,10.267889607373164,1.628368093854395
Drew Brees,6600.0,22.25,23.72,29.6,61.36788732394367,395.63943661971837,6.4,22.51267605633803,10.922816901408451,37.4,3.418591549295775,85.4,7.4,17.6,410,72.4,274.5712676056338,8.0,11.1,2.334647887323944,112,False,-8.0,55.0,31.5,34.9,63.88615751789976,396.39403341288784,6.2,24.65489260143198,11.411217183770882,45.3,4.497852028639618,70.4,3.2,9.4,NO,6.0,24.166666666666668,32.0,75.5,271.8333333333333,8.5,2.5,0.25,123.2,2.0833333333333335,2.1666666666666665,1.0,0.25,23.8,4.333333333333333,6.333333333333333,68.4,27.166666666666668,4.3,1.6666666666666667,0.0,116.56,0.4166666666666667,1.0,2.4,0.25,9.5,64.5,97.5,3.2,0.1,53.0,53.0,37.0,24.52910276750889,25.453685366383997
Taysom Hill,4000.0,2.27,23.72,29.6,61.36788732394367,395.63943661971837,6.4,22.51267605633803,10.922816901408451,37.4,3.418591549295775,85.4,7.4,17.6,410,72.4,274.5712676056338,8.0,11.1,2.334647887323944,112,False,-8.0,55.0,31.5,34.9,63.88615751789976,396.39403341288784,6.2,24.65489260143198,11.411217183770882,45.3,4.497852028639618,70.4,3.2,9.4,NO,42.0,0.25,0.5,50.0,5.333333333333333,10.7,0.0,0.0,88.19,2.6666666666666665,14.5,5.4,0.08333333333333333,2.3,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,39.58,1.0,4.5,4.5,0.08333333333333333,0.9,12.0,18.1,22.2,3.5,27.8,29.9,18.8,15.909228740459719,2.685568003913896
Teddy Bridgewater,4400.0,0.17,23.72,29.6,61.36788732394367,395.63943661971837,6.4,22.51267605633803,10.922816901408451,37.4,3.418591549295775,85.4,7.4,17.6,410,72.4,274.5712676056338,8.0,11.1,2.334647887323944,112,False,-8.0,55.0,31.5,34.9,63.88615751789976,396.39403341288784,6.2,24.65489260143198,11.411217183770882,45.3,4.497852028639618,70.4,3.2,9.4,NO,67.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,39.58,1.75,-1.75,-1.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,-0.75,-1.0,0.0,-0.1,4.8,2.4,36.8,0.0,42.1,42.1,-3.7,12.920695852568244,1.1569417610547754
Eli Manning,5100.0,15.81,21.24,21.4,63.11750972762645,367.13073929961087,5.8,21.233463035019454,12.073929961089492,44.1,3.247470817120622,51.3,6.9,15.0,434,67.5,264.460700389105,7.3,10.8,1.6653696498054473,93,False,-3.5,41.0,22.25,22.2,60.61348314606741,349.37977528089885,5.8,18.375280898876404,12.471910112359549,36.7,3.1595505617977526,47.4,8.6,16.5,NYG,19.0,24.666666666666668,36.333333333333336,67.9,271.9166666666667,7.5,1.25,0.6666666666666666,93.66,1.0,1.5,1.5,0.0,16.3,2.6666666666666665,5.666666666666667,47.1,18.0,3.2,1.1666666666666667,0.08333333333333333,87.99,0.4166666666666667,0.8333333333333334,2.0,0.0,5.7,63.7,100.0,1.6,0.0,58.6,58.6,25.6,16.885852417185067,15.731178690031431
Sam Darnold,4400.0,12.21,14.26,24.4,60.45870307167235,293.9658703071672,4.9,18.903754266211603,12.741296928327644,37.3,3.1645051194539247,71.1,7.5,18.2,381,63.8,187.03890784982934,5.9,9.2,1.498976109215017,84,False,3.5,38.5,17.5,20.2,61.0156378600823,300.25679012345677,4.9,15.544855967078188,13.300411522633745,29.4,2.493827160493827,36.7,6.6,14.6,NYJ,30.0,17.666666666666668,32.111111111111114,55.0,214.88888888888889,6.7,1.2222222222222223,1.5555555555555556,68.32,3.3333333333333335,6.777777777777778,2.0,0.1111111111111111,13.5,1.5555555555555556,2.6666666666666665,58.3,15.444444444444445,5.8,0.5555555555555556,0.1111111111111111,97.05,0.7777777777777778,-0.2222222222222222,-0.3,0.1111111111111111,3.4,63.0,75.0,5.3,0.0,56.3,56.3,21.4,11.455315695390427,14.329404060171187
Josh McCown,4400.0,0.43,14.26,24.4,60.45870307167235,293.9658703071672,4.9,18.903754266211603,12.741296928327644,37.3,3.1645051194539247,71.1,7.5,18.2,381,63.8,187.03890784982934,5.9,9.2,1.498976109215017,84,False,3.5,38.5,17.5,20.2,61.0156378600823,300.25679012345677,4.9,15.544855967078188,13.300411522633745,29.4,2.493827160493827,36.7,6.6,14.6,NYJ,44.0,20.0,36.333333333333336,55.0,179.66666666666666,4.9,0.3333333333333333,1.3333333333333333,56.33,1.6666666666666667,10.666666666666666,6.4,0.0,8.3,1.3333333333333333,3.6666666666666665,36.4,11.333333333333334,3.1,0.3333333333333333,0.0,75.57,0.0,0.0,0.0,0.0,1.8,63.0,25.0,2.6,0.0,60.3,60.3,13.1,10.618950705842817,12.170773863883452
Derek Carr,5000.0,16.04,20.26,23.5,63.416666666666664,328.9166666666667,5.2,20.5,12.583333333333334,37.1,3.0833333333333335,59.5,8.7,19.2,432,63.2,228.5,6.3,10.0,1.9166666666666667,93,True,11.0,51.5,20.25,18.3,62.46954545454546,346.2859090909091,5.5,19.215,12.310909090909092,38.5,2.9113636363636366,51.4,8.4,15.9,OAK,17.0,24.333333333333332,35.166666666666664,69.2,259.3333333333333,7.4,1.3333333333333333,0.6666666666666666,95.21,1.5833333333333333,4.25,2.7,0.08333333333333333,16.5,2.9166666666666665,4.5,64.8,17.166666666666668,3.8,1.0,0.16666666666666666,96.14,0.16666666666666666,0.5833333333333334,3.5,0.08333333333333333,5.2,64.9,98.5,2.4,0.0,56.6,56.6,25.5,18.670759844374125,15.921812613946168
AJ McCarron,4200.0,0.09,20.26,23.5,63.416666666666664,328.9166666666667,5.2,20.5,12.583333333333334,37.1,3.0833333333333335,59.5,8.7,19.2,432,63.2,228.5,6.3,10.0,1.9166666666666667,93,True,11.0,51.5,20.25,18.3,62.46954545454546,346.2859090909091,5.5,19.215,12.310909090909092,38.5,2.9113636363636366,51.4,8.4,15.9,OAK,58.0,0.5,1.5,33.3,4.0,2.7,0.0,0.0,42.36,1.5,-1.0,-0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5,25.0,0.0,50.0,50.0,1.0,8.005108896963685,3.9674956512285267
Carson Wentz,5400.0,17.94,17.71,18.6,60.470852017937226,318.45201793721975,5.3,18.433183856502243,12.678026905829597,42.8,2.7524663677130046,45.5,7.7,18.5,394,68.8,227.12017937219733,6.9,10.0,1.334529147982063,93,False,3.5,44.0,20.25,21.5,65.33333333333333,360.75,5.5,21.916666666666668,12.75,40.5,3.5833333333333335,55.8,7.0,17.3,PHI,16.0,25.7,36.9,69.6,284.6,7.7,1.8,0.7,100.62,3.0,9.6,3.2,0.0,20.2,3.0,5.3,56.6,21.7,4.1,1.5,0.1,98.03,0.4,0.4,1.0,0.0,7.0,67.2,89.5,4.5,0.1,59.5,59.5,30.0,18.067894747332947,17.94950919172151
Nick Foles,4500.0,0.79,17.71,18.6,60.470852017937226,318.45201793721975,5.3,18.433183856502243,12.678026905829597,42.8,2.7524663677130046,45.5,7.7,18.5,394,68.8,227.12017937219733,6.9,10.0,1.334529147982063,93,False,3.5,44.0,20.25,21.5,65.33333333333333,360.75,5.5,21.916666666666668,12.75,40.5,3.5833333333333335,55.8,7.0,17.3,PHI,43.0,27.0,41.0,65.9,225.5,5.5,0.5,0.5,78.86,2.0,3.5,1.8,0.0,13.1,3.5,5.0,70.0,16.0,3.2,0.5,0.0,107.08,1.0,2.0,2.0,0.0,2.8,75.5,18.3,2.6,0.7,57.6,57.6,17.4,15.132463669097808,14.896009073118655
Ben Roethlisberger,6800.0,24.44,21.18,30.6,60.36621253405995,396.7994550408719,6.6,19.8441416893733,12.340054495912806,45.9,3.918801089918256,57.4,2.8,10.1,345,62.9,243.46594005449592,8.5,13.5,2.417983651226158,107,False,-11.0,51.5,31.25,28.8,66.75606936416185,413.271676300578,6.2,23.805780346820807,12.485549132947977,44.7,2.9965317919075143,77.8,3.2,8.5,PIT,2.0,28.416666666666668,43.083333333333336,66.0,328.75,7.6,2.1666666666666665,1.0833333333333333,95.13,2.0,7.833333333333333,3.9,0.25,25.2,2.8333333333333335,5.25,54.0,18.166666666666668,3.5,1.0833333333333333,0.3333333333333333,74.6,0.4166666666666667,2.0833333333333335,5.0,0.25,6.9,69.9,98.7,2.9,0.1,64.6,64.6,36.0,25.98039469860237,24.75760670797998
Joshua Dobbs,4500.0,0.05,21.18,30.6,60.36621253405995,396.7994550408719,6.6,19.8441416893733,12.340054495912806,45.9,3.918801089918256,57.4,2.8,10.1,345,62.9,243.46594005449592,8.5,13.5,2.417983651226158,107,False,-11.0,51.5,31.25,28.8,66.75606936416185,413.271676300578,6.2,23.805780346820807,12.485549132947977,44.7,2.9965317919075143,77.8,3.2,8.5,PIT,55.0,0.5,0.75,66.7,4.75,6.3,0.0,0.0,84.03,0.5,-1.0,-2.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.3,18.2,0.0,45.5,45.5,3.3,14.692680301164717,2.958630062859515
Russell Wilson,6100.0,18.99,17.83,22.5,62.0,327.75,5.3,19.833333333333332,11.416666666666666,29.9,3.3333333333333335,45.0,8.5,16.7,390,64.9,228.58333333333334,7.0,10.8,1.25,87,True,-3.0,45.0,24.0,26.6,61.955485893416935,353.471473354232,5.7,20.429467084639498,12.507836990595612,38.7,3.335423197492163,67.5,10.2,20.4,SEA,12.0,18.083333333333332,27.166666666666668,66.6,226.33333333333334,8.3,2.4166666666666665,0.4166666666666667,115.53,3.75,20.416666666666668,5.4,0.0,20.4,2.6666666666666665,4.166666666666667,64.0,22.916666666666668,5.5,1.75,0.08333333333333333,109.58,0.4166666666666667,0.9166666666666666,2.2,0.0,7.9,65.3,100.0,5.7,0.1,47.4,47.4,31.3,21.7559685028617,20.63312238826622
Nick Mullens,4600.0,13.68,18.92,21.8,65.15038167938931,382.33206106870233,5.9,19.969465648854964,13.4793893129771,39.5,2.9122137404580153,57.1,7.8,16.5,435,64.8,260.4351145038168,7.2,11.1,1.7473282442748093,90,True,4.0,45.5,20.75,21.2,63.76627450980392,362.39529411764704,5.7,21.865098039215685,12.054901960784314,38.6,3.1592156862745098,44.7,8.7,21.3,SF,36.0,22.75,35.25,64.5,286.75,8.1,1.75,1.25,91.53,2.5,-0.5,-0.2,0.0,17.9,3.5,5.0,70.0,24.25,4.8,1.25,0.25,99.38,0.5,0.25,0.5,0.0,5.7,67.0,100.0,3.7,0.0,56.3,56.3,26.7,19.86506438161654,17.778638019134604
CJ Beathard,4400.0,0.97,18.92,21.8,65.15038167938931,382.33206106870233,5.9,19.969465648854964,13.4793893129771,39.5,2.9122137404580153,57.1,7.8,16.5,435,64.8,260.4351145038168,7.2,11.1,1.7473282442748093,90,True,4.0,45.5,20.75,21.2,63.76627450980392,362.39529411764704,5.7,21.865098039215685,12.054901960784314,38.6,3.1592156862745098,44.7,8.7,21.3,SF,33.0,17.0,28.166666666666668,60.4,208.66666666666666,7.4,1.3333333333333333,1.1666666666666667,81.77,3.1666666666666665,11.5,3.6,0.16666666666666666,14.7,1.8333333333333333,3.3333333333333335,55.0,11.666666666666666,3.5,0.6666666666666666,0.16666666666666666,81.25,0.6666666666666666,1.5,2.2,0.16666666666666666,4.1,56.7,42.2,5.6,0.0,55.3,55.3,25.9,18.356506710652965,15.793219721678618
Jimmy Garoppolo,4000.0,0.0,18.92,21.8,65.15038167938931,382.33206106870233,5.9,19.969465648854964,13.4793893129771,39.5,2.9122137404580153,57.1,7.8,16.5,435,64.8,260.4351145038168,7.2,11.1,1.7473282442748093,90,True,4.0,45.5,20.75,21.2,63.76627450980392,362.39529411764704,5.7,21.865098039215685,12.054901960784314,38.6,3.1592156862745098,44.7,8.7,21.3,SF,37.0,17.666666666666668,29.666666666666668,59.6,239.33333333333334,8.1,1.6666666666666667,1.0,90.0,2.6666666666666665,11.0,4.1,0.0,17.0,3.0,5.333333333333333,56.2,25.333333333333332,4.8,1.0,0.0,108.33,1.6666666666666667,6.666666666666667,4.0,0.0,6.3,65.7,99.5,4.1,0.0,49.2,49.2,25.9,20.910124340651667,19.605715862143942
Jameis Winston,6200.0,24.35,23.73,22.4,59.70557620817843,354.4029739776951,5.9,20.734572490706316,11.158364312267656,39.6,3.247583643122676,61.5,8.0,15.6,425,70.1,279.0423791821561,7.9,11.2,1.831970260223048,101,True,8.0,55.0,23.5,26.5,67.66666666666667,442.6666666666667,6.5,25.583333333333332,11.666666666666666,49.3,3.9166666666666665,59.6,6.3,17.0,TB,27.0,22.428571428571427,33.142857142857146,67.7,277.2857142857143,8.4,1.7142857142857142,1.5714285714285714,90.82,5.142857142857143,28.142857142857142,5.5,0.14285714285714285,21.2,2.7142857142857144,4.428571428571429,61.3,25.714285714285715,5.8,1.2857142857142858,0.2857142857142857,90.05,1.0,4.0,4.0,0.14285714285714285,7.1,61.0,65.0,8.4,0.0,62.8,62.8,34.7,25.483423315692768,22.592964285714288
Ryan Fitzpatrick,4500.0,1.8,23.73,22.4,59.70557620817843,354.4029739776951,5.9,20.734572490706316,11.158364312267656,39.6,3.247583643122676,61.5,8.0,15.6,425,70.1,279.0423791821561,7.9,11.2,1.831970260223048,101,True,8.0,55.0,23.5,26.5,67.66666666666667,442.6666666666667,6.5,25.583333333333332,11.666666666666666,49.3,3.9166666666666665,59.6,6.3,17.0,TB,22.0,20.5,30.75,66.7,295.75,9.6,2.125,1.5,100.42,4.5,19.0,4.2,0.25,23.9,1.875,4.75,39.5,12.375,2.6,1.125,0.25,65.13,1.5,4.0,2.7,0.25,6.8,53.5,50.1,8.4,0.0,65.9,65.9,44.6,24.564967664795823,20.24405141433909
Marcus Mariota,4900.0,16.66,18.24,20.2,61.09876543209876,314.80411522633744,5.2,18.038683127572014,13.300411522633745,36.2,2.74320987654321,54.5,5.8,15.8,393,60.6,206.65514403292178,6.3,10.4,1.2469135802469136,82,True,-5.0,37.0,21.0,18.4,59.44615384615384,309.8859728506787,5.2,17.90045248868778,13.32126696832579,40.0,2.914027149321267,54.3,11.1,17.1,TEN,25.0,17.09090909090909,24.90909090909091,68.6,197.0909090909091,7.9,1.0,0.6363636363636364,94.97,5.181818181818182,29.636363636363637,5.7,0.18181818181818182,15.9,2.1818181818181817,4.090909090909091,53.3,13.363636363636363,3.3,0.7272727272727273,0.09090909090909091,90.46,0.8181818181818182,2.0,2.4,0.18181818181818182,4.6,56.5,82.7,9.2,0.2,53.5,53.5,28.2,16.928370981010495,14.200500380517505
Blaine Gabbert,4200.0,0.88,18.24,20.2,61.09876543209876,314.80411522633744,5.2,18.038683127572014,13.300411522633745,36.2,2.74320987654321,54.5,5.8,15.8,393,60.6,206.65514403292178,6.3,10.4,1.2469135802469136,82,True,-5.0,37.0,21.0,18.4,59.44615384615384,309.8859728506787,5.2,17.90045248868778,13.32126696832579,40.0,2.914027149321267,54.3,11.1,17.1,TEN,45.0,7.2,12.2,59.0,72.0,5.9,0.4,0.4,73.12,0.6,0.2,0.3,0.0,4.1,0.8,1.0,80.0,10.6,10.6,0.4,0.0,150.42,0.0,0.0,0.0,0.0,2.0,26.0,19.1,2.3,0.0,49.2,49.2,15.8,8.605857409092627,8.028573983474665
Mark Sanchez,4000.0,11.21,17.91,26.2,64.54349206349207,376.9473015873016,5.8,21.791746031746033,12.725714285714286,40.5,3.742857142857143,51.1,4.3,13.3,418,65.6,252.26857142857142,7.3,11.1,1.4139682539682539,89,True,3.5,41.0,18.75,19.4,62.11330472103003,323.13905579399136,5.2,18.900429184549353,13.072103004291844,36.9,2.7476394849785404,54.5,6.9,16.6,WAS,51.0,13.0,21.0,61.9,100.0,4.8,0.0,1.0,53.67,1.0,8.0,8.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.6,3.1,0.0,68.8,68.8,11.9,14.628329138354822,13.578990436884272
Colt McCoy,4700.0,0.0,17.91,26.2,64.54349206349207,376.9473015873016,5.8,21.791746031746033,12.725714285714286,40.5,3.742857142857143,51.1,4.3,13.3,418,65.6,252.26857142857142,7.3,11.1,1.4139682539682539,89,True,3.5,41.0,18.75,19.4,62.11330472103003,323.13905579399136,5.2,18.900429184549353,13.072103004291844,36.9,2.7476394849785404,54.5,6.9,16.6,WAS,41.0,11.333333333333334,18.0,63.0,124.0,6.9,1.0,1.0,78.63,3.3333333333333335,21.0,6.3,0.0,10.1,1.3333333333333333,2.3333333333333335,57.1,11.0,4.7,0.6666666666666666,0.0,108.93,0.3333333333333333,1.3333333333333333,4.0,0.0,3.2,33.3,12.8,10.0,0.0,64.0,64.0,30.2,15.467716147841582,14.224477277669058
