Name,DraftKingsSalary,DPointsAllowed,Home,PointSpread,OverUnder,total,Rank,Team,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,Projections
Marquez Valdes-Scantling,4700,36.25,FALSE,5.5,56.5,25.5,72,GB,3.714285714,2,53.8,36.71428571,0.285714286,9.9,18.4,0,0,0,0,7.8,0.714285714,0.285714286,40,2.142857143,0.142857143,3,7.5,0,0,0,0,1.4,9.559122305
Pierre Garcon,4300,38.57,TRUE,-1,44,22.5,88,SF,5.714285714,3,52.5,32.85714286,0,5.8,11,0,0,0,0,6.3,0.428571429,0.142857143,33.3,0.571428571,0,1.3,4,0,0,0,0,0.2,9.493552455
Michael Gallup,3700,41.56,TRUE,-5.5,40.5,23,97,DAL,3.142857143,1.428571429,45.5,27.14285714,0.142857143,8.6,19,0,0,0,0,5,0.571428571,0.142857143,25,0.857142857,0,1.5,6,0,0,0,0,0.2,9.295881608
Seth Roberts,3700,41.09,FALSE,1,44,21.5,83,OAK,4.166666667,2.833333333,68,30,0.333333333,7.2,10.6,0,0,0,0,7.8,0.333333333,0.166666667,50,3.333333333,0.166666667,10,20,0,0,0,0,1.5,9.071707781
Rashard Higgins,3700,39.26,TRUE,8,51,21.5,85,CLE,4.6,3.2,69.6,48.8,0.2,10.6,15.2,0,0,0,0,9.3,0.2,0.2,100,3.8,0.2,19,19,0,0,0,0,1.8,9.069221105
Doug Baldwin,5300,38.13,TRUE,-1,48,24.5,104,SEA,4,2.8,70,31.8,0,8,11.4,0,0,0,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0,8.941890109
Torrey Smith,3500,49.79,TRUE,-6,55,30.5,82,CAR,4.5,2.666666667,59.3,28.5,0.333333333,6.3,10.7,0,0,0,0,7.8,0.5,0.5,100,2.333333333,0.333333333,4.7,4.7,0,0,0,0,3.1,8.741574772
Tre'Quan Smith,4200,36.09,TRUE,1,60,29.5,87,NO,2.428571429,1.428571429,58.8,27.28571429,0.285714286,11.2,19.1,0,0,0,0,6.3,0.428571429,0,0,0,0,0,0,0,0,0,0,0,8.71090071
Cordarrelle Patterson,3200,38.21,TRUE,-5.5,56.5,31,84,NE,1.875,1.375,73.3,14.25,0.25,7.6,10.4,2.125,9.25,4.4,0,5.8,0.375,0.125,33.3,0.125,0.125,0.3,1,0.5,1.25,2.5,0,1,8.70503929
Allen Hurns,3400,41.56,TRUE,-5.5,40.5,23,98,DAL,4,1.857142857,46.4,22.57142857,0.142857143,5.6,12.2,0,0,0,0,5,0.571428571,0.142857143,25,0.428571429,0.142857143,0.8,3,0,0,0,0,1,8.497945597
Dante Pettis,3500,38.57,TRUE,-1,44,22.5,124,SF,1.6,0.6,37.5,19.2,0.2,12,32,0,0,0,0,3.7,0.2,0,0,0,0,0,0,0,0,0,0,0,8.368151689
Martavis Bryant,3500,41.09,FALSE,1,44,21.5,96,OAK,3.666666667,2.333333333,63.6,36.66666667,0,10,15.7,0.166666667,0.666666667,4,0,5.9,0.333333333,0.333333333,100,0.5,0,1.5,1.5,0,0,0,0,0.4,8.366291591
Jermaine Kearse,4200,37.36,FALSE,3,44,20.5,91,NYJ,5.571428571,2.714285714,48.7,27.85714286,0,5,10.3,0,0,0,0,5.5,0.428571429,0.285714286,66.7,2.285714286,0,5.3,8,0,0,0,0,0.5,8.309400629
Maurice Harris,3300,47.83,TRUE,-1.5,48.5,25,121,WAS,3.4,2.2,64.7,20.4,0,6,9.3,0.2,1.2,6,0,4.4,0.4,0.2,50,0.4,0,1,2,0,0,0,0,0.2,8.238461828
Tavon Austin,3000,41.56,TRUE,-5.5,40.5,23,93,DAL,1.666666667,1.166666667,70,21.66666667,0.333333333,13,18.6,1,9.166666667,9.2,0,6.2,0.166666667,0.166666667,100,0.5,0.166666667,3,3,0,0,0,0,1.2,8.234958835
David Moore,3900,38.13,TRUE,-1,48,24.5,68,SEA,2,1.571428571,78.6,31.57142857,0.571428571,15.8,20.1,0.142857143,0.714285714,5,0,8.2,0.428571429,0.428571429,100,5.285714286,0.428571429,12.3,12.3,0,0,0,0,3.5,8.080935
Josh Reynolds,4500,55.04,FALSE,-1,60,30.5,105,LAR,1.5,0.875,58.3,12.25,0.25,8.2,14,0.25,1,4,0,3.7,0.375,0.375,100,4.875,0.25,13,13,0.125,-0.25,-2,0,2.3,7.764838524
Laquon Treadwell,3300,34.44,TRUE,-4.5,49,26.75,73,MIN,4.625,3.125,67.6,27,0.125,5.8,8.6,0,0,0,0,6.6,0.375,0.25,66.7,2.375,0.125,6.3,9.5,0,0,0,0,1.2,7.718184882
Equanimeous St. Brown,3400,36.25,FALSE,5.5,56.5,25.5,122,GB,2,1.5,75,34.75,0,17.4,23.2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7.608543701
Brandon Marshall,3300,38.13,TRUE,-1,48,24.5,103,SEA,3.285714286,1.571428571,47.8,19.42857143,0.142857143,5.9,12.4,0,0,0,0,4.4,0.428571429,0.142857143,33.3,2.857142857,0.142857143,6.7,20,0,0,0,0,1.3,7.516374183
Deontay Burnett,3300,37.36,FALSE,3,44,20.5,133,NYJ,3,2.5,83.3,35,0,11.7,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7.465156405
Phillip Dorsett,3600,38.21,TRUE,-5.5,56.5,31,75,NE,3.75,2.5,66.7,24.75,0.25,6.6,9.9,0,0,0,0,6.5,0.625,0.5,80,3.375,0.25,5.4,6.8,0,0,0,0,2.3,7.37679094
Kendrick Bourne,3600,38.57,TRUE,-1,44,22.5,81,SF,3.625,2.125,58.6,23.875,0.25,6.6,11.2,0,0,0,0,6,0.5,0.375,75,1.75,0.25,3.5,4.7,0,0,0,0,2,7.325329656
Trent Taylor,3700,38.57,TRUE,-1,44,22.5,92,SF,4,2.571428571,64.3,19.71428571,0.142857143,4.9,7.7,0,0,0,0,5.4,0.571428571,0.428571429,75,2.285714286,0.142857143,4,5.3,0,0,0,0,1.5,6.987920208
Bruce Ellington,3000,36.84,FALSE,1,46,22.5,115,HOU,4,2.666666667,66.7,30.66666667,0.333333333,7.7,11.5,0,0,0,0,7.7,0.666666667,0.666666667,100,6.333333333,0.333333333,9.5,9.5,0,0,0,0,3.3,6.919386466
Tim Patrick,3000,35.88,TRUE,-1,46,23.5,127,DEN,0.75,0.375,50,7,0.125,9.3,18.7,0.125,1.625,13,0,2,0.125,0,0,0,0,0,0,0,0,0,0,0,6.828815131
Travis Benjamin,3500,37.56,FALSE,1,48,23.5,147,LAC,2.333333333,1,42.9,5.333333333,0,2.3,5.3,0.333333333,6.333333333,19,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,6.787049034
Taywan Taylor,3600,29.7,FALSE,5.5,40.5,17.5,89,TEN,4,2.714285714,67.9,27.14285714,0.142857143,6.8,10,0,0,0,0,6.1,0.571428571,0.428571429,75,4.428571429,0.142857143,7.8,10.3,0,0,0,0,1.7,6.667408194
Andre Holmes,3100,43.06,TRUE,10,37.5,13.75,116,BUF,2.625,1.25,47.6,16.125,0,6.1,12.9,0,0,0,0,2.9,0.25,0.125,50,0.375,0,1.5,3,0,0,0,0,0.2,6.645589003
Chris Moore,3000,44.61,TRUE,-3,47.5,25.25,119,BAL,1.75,1.375,78.6,12.25,0,7,8.9,0.375,1.75,4.7,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,6.435956354
Deonte Thompson,3100,41.56,TRUE,-5.5,40.5,23,118,DAL,2.571428571,1.714285714,66.7,14.71428571,0,5.7,8.6,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,6.341331423
Aldrick Robinson,3200,34.44,TRUE,-4.5,49,26.75,101,MIN,1.666666667,0.833333333,50,15.83333333,0.5,9.5,19,0,0,0,0,5.4,0.5,0.333333333,66.7,5.5,0.333333333,11,16.5,0,0,0,0,2.9,6.314164014
Damion Ratley,3500,39.26,TRUE,8,51,21.5,117,CLE,3,2,66.7,25.2,0,8.4,12.6,0,0,0,0,4.5,0.2,0.2,100,1.6,0,8,8,0,0,0,0,0.4,6.078795007
Michael Floyd,3200,47.83,TRUE,-1.5,48.5,25,164,WAS,1,0.25,25,5,0,5,20,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,6.010242553
Vyncint Smith,3600,36.84,FALSE,1,46,22.5,159,HOU,1,0.25,25,7,0,7,28,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,5.957946115
Cameron Meredith,3500,36.09,TRUE,1,60,29.5,114,NO,2,1.8,90,22.8,0.2,11.4,12.7,0,0,0,0,5.1,0.4,0.2,50,2.2,0.2,5.5,11,0,0,0,0,1.6,5.929859253
Chris Conley,3200,42.6,FALSE,-8,51,29.5,99,KC,2.375,1.625,68.4,13,0.25,5.5,8,0,0,0,0,4.3,0.375,0.25,66.7,2.375,0.25,6.3,9.5,0,0,0,0,2,5.875219014
Nick Williams,3000,55.04,FALSE,-1,60,30.5,161,LAR,1,0.5,50,4.25,0,4.2,8.5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,5.469627107
Kevin White,3000,33.84,FALSE,-10,37.5,23.75,142,CHI,0.714285714,0.428571429,60,10,0,14,23.3,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,5.246970246
Marvin Hall,3000,38.7,FALSE,1.5,48.5,23.5,111,ATL,1.285714286,1.142857143,88.9,18.14285714,0.142857143,14.1,15.9,0,0,0,0,3.8,0.142857143,0.142857143,100,1,0,7,7,0,0,0,0,0.2,5.208941045
Khadarel Hodge,3000,55.04,FALSE,-1,60,30.5,166,LAR,0.2,0.2,100,2.8,0,14,14,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5.044495091
Dan Arnold,2500,36.09,TRUE,1,60,29.5,152,NO,1,0.666666667,66.7,11.66666667,0,11.7,17.5,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,4.763087494
Dwayne Harris,3200,41.09,FALSE,1,44,21.5,148,OAK,0.5,0.5,100,3,0,6,6,0.333333333,2,6,0,1,0,0,0,0,0,0,0,0.166666667,-0.166666667,-1,0,0,4.762403124
Austin Carr,3000,36.09,TRUE,1,60,29.5,136,NO,1.142857143,0.714285714,62.5,8.857142857,0,7.8,12.4,0,0,0,0,1.6,0.142857143,0,0,0,0,0,0,0,0,0,0,0,4.614856492
James Washington,3300,32.18,FALSE,3,47.5,22.25,127,PIT,2.333333333,0.833333333,35.7,8.166666667,0.166666667,3.5,9.8,0,0,0,0,2.6,0.333333333,0.166666667,50,2.333333333,0.166666667,7,14,0,0,0,0,1.4,4.528465004
Brandon LaFell,3800,41.09,FALSE,1,44,21.5,130,OAK,1.333333333,1,75,13,0.333333333,9.8,13,0,0,0,0,4.3,0.333333333,0.333333333,100,2,0.333333333,6,6,0,0,0,0,2.5,4.467903533
Andre Roberts,3300,37.36,FALSE,3,44,20.5,134,NYJ,1.125,0.375,33.3,3.125,0,2.8,8.3,0.125,0.25,2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,4.409354061
Damiere Byrd,3000,49.79,TRUE,-6,55,30.5,176,CAR,0.5,0.25,50,2,0,4,8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,4.334557043
Demarcus Robinson,3000,42.6,FALSE,-8,51,29.5,125,KC,1.125,0.75,66.7,6,0.125,5.3,8,0,0,0,0,2.1,0.375,0.25,66.7,1.375,0.125,3.7,5.5,0,0,0,0,1.1,4.313644575
Terrance Williams,3000,41.56,TRUE,-5.5,40.5,23,159,DAL,1,0.666666667,66.7,6,0,6,9,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,4.310583875
Neal Sterling,2500,37.36,FALSE,3,44,20.5,140,NYJ,1.6,1.2,75,9.4,0,5.9,7.8,0,0,0,0,2.1,0.4,0.2,50,1.2,0,3,6,0,0,0,0,0.3,4.292799792
Jojo Natson,3000,55.04,FALSE,-1,60,30.5,182,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.252272814
Jaron Brown,3100,38.13,TRUE,-1,48,24.5,113,SEA,1.428571429,1,70,10.42857143,0.285714286,7.3,10.4,0,0,0,0,3.8,0.428571429,0.428571429,100,4,0.285714286,9.3,9.3,0,0,0,0,2.5,4.185366813
Daesean Hamilton,3000,35.88,TRUE,-1,46,23.5,145,DEN,0.571428571,0.428571429,75,6.285714286,0,11,14.7,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,4.108473927
Brandon Zylstra,3000,34.44,TRUE,-4.5,49,26.75,163,MIN,0.125,0.125,100,2.875,0,23,23,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,4.0180171
Brian Quick,3000,47.83,TRUE,-1.5,48.5,25,155,WAS,0.6,0.6,100,3.6,0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.964420395
Justin Hunter,3000,32.18,FALSE,3,47.5,22.25,153,PIT,2.5,0.75,30,5.25,0,2.1,7,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,3.914191142
TJ Jones,3000,31.75,FALSE,4.5,49,22.25,146,DET,1,0.5,50,6,0,6,12,0,0,0,0,1.1,0.166666667,0,0,0,0,0,0,0,0,0,0,0,3.836725904
Jehu Chesson,3000,47.83,TRUE,-1.5,48.5,25,182,WAS,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.778661067
Charone Peake,3000,37.36,FALSE,3,44,20.5,166,NYJ,0.4,0.2,50,2.8,0,7,14,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3.708284655
Justin Hardy,3000,38.7,FALSE,1.5,48.5,23.5,132,ATL,1.428571429,0.857142857,60,8.714285714,0,6.1,10.2,0,0,0,0,1.7,0.142857143,0.142857143,100,0.571428571,0,4,4,0,0,0,0,0.2,3.673217043
Ryan Switzer,3100,32.18,FALSE,3,47.5,22.25,108,PIT,2.285714286,1.857142857,81.2,9.571428571,0.142857143,4.2,5.2,0.571428571,2,3.5,0,3.9,0.142857143,0.142857143,100,0.142857143,0.142857143,1,1,0,0,0,0,1,3.659470147
Ray-Ray McCloud,3000,43.06,TRUE,10,37.5,13.75,150,BUF,0.8,0.8,100,6.2,0,7.8,7.8,0.2,-0.6,-3,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,3.611816429
Sammie Coates,3000,36.84,FALSE,1,46,22.5,169,HOU,0.333333333,0.166666667,50,2,0,6,12,0,0,0,0,0.4,0.166666667,0,0,0,0,0,0,0,0,0,0,0,3.532153847
Cam Phillips,3000,43.06,TRUE,10,37.5,13.75,174,BUF,0.5,0.5,100,4.5,0,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.528781829
Josh Bellamy,3000,33.84,FALSE,-10,37.5,23.75,123,CHI,1.571428571,1,63.6,9.285714286,0.142857143,5.9,9.3,0,0,0,0,2.8,0.142857143,0.142857143,100,2.857142857,0.142857143,20,20,0,0,0,0,1.3,3.496663491
Rishard Matthews,3500,37.36,FALSE,3,44,20.5,157,NYJ,1.5,0.75,50,2.75,0,1.8,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.442734128
Leonte Carroo,3000,45.59,TRUE,-3,44,23.5,182,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.415472399
Breshad Perriman,3000,39.26,TRUE,8,51,21.5,179,CLE,1,0.5,50,3,0,3,6,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,3.23680925
Victor Bolden Jr.,3000,38.57,TRUE,-1,44,22.5,171,SF,1,0.25,25,2.5,0,2.5,10,0,0,0,0,0.5,0.25,0.25,100,2.5,0,10,10,0,0,0,0,0.5,2.889191131
Marcus Kemp,3000,42.6,FALSE,-8,51,29.5,177,KC,0.125,0.125,100,0.875,0,7,7,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2.603586045
J'mon Moore,3000,36.25,FALSE,5.5,56.5,25.5,171,GB,0.333333333,0.333333333,100,3.333333333,0,10,10,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2.534087556
Darius Jennings,3000,29.7,FALSE,5.5,40.5,17.5,138,TEN,0.571428571,0.428571429,75,2.714285714,0,4.8,6.3,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,2.507301225
Russell Gage,3000,38.7,FALSE,1.5,48.5,23.5,174,ATL,0.166666667,0.166666667,100,1.5,0,9,9,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2.501669113
Matthew Slater,3000,38.21,TRUE,-5.5,56.5,31,182,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.489068835
Geremy Davis,3000,37.56,FALSE,1,48,23.5,182,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.417750956
Javon Wims,3000,33.84,FALSE,-10,37.5,23.75,182,CHI,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326587361
Richie James,3000,38.57,TRUE,-1,44,22.5,177,SF,0.2,0.2,100,1.4,0,7,7,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2.321302315
Isaiah McKenzie,3000,35.88,TRUE,-1,46,23.5,182,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308702256
Daniel Brown,2500,33.84,FALSE,-10,37.5,23.75,182,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.161191515
Darrius Heyward-Bey,3000,32.18,FALSE,3,47.5,22.25,182,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815479286
Brandon Powell,3000,31.75,FALSE,4.5,49,22.25,182,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.745803421
Justin Watson,3000,35.67,FALSE,6,55,24.5,180,TB,0.25,0.25,100,1.25,0,5,5,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.564082171
Cameron Batson,3000,29.7,FALSE,5.5,40.5,17.5,181,TEN,0.5,0.5,100,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.565641183